Skip    SntNumPen   UnionScore  Precision Recall    F1        Match   Alignments  Gold      
-0.5    0.02        0.45        0.8893    0.8068    0.8460    5945    6685        7369      
-0.5    0.02        0.5         0.8893    0.8068    0.8460    5945    6685        7369      
-0.2    0.02        0.6         0.8894    0.8066    0.8460    5944    6683        7369      
-0.2    0.03        0.35        0.8886    0.8073    0.8460    5949    6695        7369      
-0.2    0.03        0.4         0.8886    0.8073    0.8460    5949    6695        7369      
-0.2    0.03        0.45        0.8886    0.8073    0.8460    5949    6695        7369      
-0.2    0.03        0.5         0.8886    0.8073    0.8460    5949    6695        7369      
-0.2    0.03        0.55        0.8886    0.8073    0.8460    5949    6695        7369      
-0.2    0.03        0.6         0.8886    0.8073    0.8460    5949    6695        7369      
-0.35   0.0         0.05        0.8904    0.8058    0.8460    5938    6669        7369      
-0.4    0.0         0.05        0.8904    0.8058    0.8460    5938    6669        7369      
-0.45   0.0         0.05        0.8904    0.8058    0.8460    5938    6669        7369      
-0.5    0.0         0.05        0.8904    0.8058    0.8460    5938    6669        7369      
-0.15   0.0         0.45        0.8900    0.8061    0.8460    5940    6674        7369      
-0.15   0.02        0.6         0.8892    0.8068    0.8460    5945    6686        7369      
-0.2    0.04        0.2         0.8875    0.8081    0.8459    5955    6710        7369      
-0.2    0.04        0.25        0.8875    0.8081    0.8459    5955    6710        7369      
-0.15   0.06        0.05        0.8862    0.8092    0.8459    5963    6729        7369      
-0.15   0.06        0.1         0.8862    0.8092    0.8459    5963    6729        7369      
-0.15   0.01        0.55        0.8898    0.8062    0.8459    5941    6677        7369      
-0.1    0.02        0.35        0.8884    0.8073    0.8459    5949    6696        7369      
-0.1    0.02        0.4         0.8884    0.8073    0.8459    5949    6696        7369      
-0.1    0.02        0.45        0.8884    0.8073    0.8459    5949    6696        7369      
-0.1    0.02        0.5         0.8884    0.8073    0.8459    5949    6696        7369      
-0.1    0.03        0.0         0.8876    0.8080    0.8459    5954    6708        7369      
-0.1    0.03        0.25        0.8876    0.8080    0.8459    5954    6708        7369      
-0.1    0.03        0.3         0.8876    0.8080    0.8459    5954    6708        7369      
-0.2    0.04        0.0         0.8876    0.8080    0.8459    5954    6708        7369      
-0.2    0.01        0.55        0.8899    0.8061    0.8459    5940    6675        7369      
-0.35   0.01        0.5         0.8899    0.8061    0.8459    5940    6675        7369      
-0.4    0.01        0.5         0.8899    0.8061    0.8459    5940    6675        7369      
-0.45   0.01        0.5         0.8899    0.8061    0.8459    5940    6675        7369      
-0.5    0.01        0.5         0.8899    0.8061    0.8459    5940    6675        7369      
-0.35   0.0         0.1         0.8904    0.8057    0.8459    5937    6668        7369      
-0.35   0.0         0.15        0.8904    0.8057    0.8459    5937    6668        7369      
-0.4    0.0         0.1         0.8904    0.8057    0.8459    5937    6668        7369      
-0.4    0.0         0.15        0.8904    0.8057    0.8459    5937    6668        7369      
-0.45   0.0         0.1         0.8904    0.8057    0.8459    5937    6668        7369      
-0.45   0.0         0.15        0.8904    0.8057    0.8459    5937    6668        7369      
-0.5    0.0         0.1         0.8904    0.8057    0.8459    5937    6668        7369      
-0.5    0.0         0.15        0.8904    0.8057    0.8459    5937    6668        7369      
-0.15   0.04        0.2         0.8872    0.8083    0.8459    5956    6713        7369      
-0.15   0.04        0.25        0.8872    0.8083    0.8459    5956    6713        7369      
-0.15   0.0         0.2         0.8900    0.8059    0.8459    5939    6673        7369      
-0.15   0.0         0.25        0.8900    0.8059    0.8459    5939    6673        7369      
-0.15   0.0         0.3         0.8900    0.8059    0.8459    5939    6673        7369      
-0.15   0.04        0.0         0.8873    0.8081    0.8459    5955    6711        7369      
-0.2    0.0         0.45        0.8901    0.8058    0.8459    5938    6671        7369      
-0.25   0.0         0.45        0.8901    0.8058    0.8459    5938    6671        7369      
-0.3    0.0         0.35        0.8901    0.8058    0.8459    5938    6671        7369      
-0.3    0.0         0.4         0.8901    0.8058    0.8459    5938    6671        7369      
-0.25   0.05        0.15        0.8870    0.8084    0.8459    5957    6716        7369      
-0.2    0.06        0.45        0.8863    0.8089    0.8458    5961    6726        7369      
-0.3    0.06        0.15        0.8863    0.8089    0.8458    5961    6726        7369      
-0.3    0.06        0.2         0.8863    0.8089    0.8458    5961    6726        7369      
-0.3    0.06        0.25        0.8863    0.8089    0.8458    5961    6726        7369      
-0.3    0.06        0.3         0.8863    0.8089    0.8458    5961    6726        7369      
-0.3    0.06        0.35        0.8863    0.8089    0.8458    5961    6726        7369      
